question,answer,id,source
where can i buy wellness Greens,No Answer Present ,487c7800-608f-409c-ba65-fdf0332efead,MSMARCO
where is Beaverhead dam Montana located,No Answer Present ,bea9a1ac-194b-444f-afee-3e2e96f4eda6,MSMARCO
where is Hyndman Ministry Center,232 Hyndman Rd in Hyndman  Pennsylvania 15545 ,f0acba86-32e4-499b-9173-4cc6fbafe0c6,MSMARCO
what is the bodies surrounding Europe,This inland sea is bordered on the north by Europe  the east by Asia  and in the south by Africa ,95726535-3b21-40c1-abc7-eaa3154bd407,MSMARCO
where can you find Agave,Central Mexico,7686eab1-bfb9-49b0-b9ec-db32f2588173,MSMARCO
where is Tbilisi Georgia,On the banks of the Mtkvari river  Georgia ,d7f55922-c960-4a15-8c0e-b513637113fe,MSMARCO
where is Fire Island,In Suffolk County  New York ,40b2de0e-2958-48b7-8472-f537882c8827,MSMARCO
in what county is Louin Mississippi,Jasper,3eda5a91-2a82-4b25-9709-0998a5ab487b,MSMARCO
where on oahu did elvis film blue Hawaii,No Answer Present ,76aad630-c8c7-407c-984b-e0069d738dbc,MSMARCO
where is Elim located,On the northwest shore of Norton Bay on the Seward Peninsula  96 miles east of Nome ,56540dcf-9ad2-4cac-a304-04615ab3f8d4,MSMARCO
where is Geneva College in Pittsburgh,In Beaver Falls  Pennsylvania  United States  north of Pittsburgh ,51dc0a3f-e771-4633-a076-7fe711ac11aa,MSMARCO
where is the wettest spot in the continental United States,The west side valleys in Olympic National Park are the wettest spots in the continental United ,e58f38cd-b242-42d6-b4b8-1ef82a7bdbc3,MSMARCO
what county is Allston Massachusetts,Suffolk,cc15ceac-1bb0-42bb-ba59-98e2484935a6,MSMARCO
where is Brown Deer Wisconsin,In Milwaukee County  United States ,adbee602-4fc3-4a60-b134-a4798fe4546b,MSMARCO
where is Monroe Wisconsin,Monroe  Wisconsin is in Monroe County  Wisconsin  United States ,1e986a53-4c55-4252-bf37-bb704ff7244f,MSMARCO
where is almere located in Netherlands,The land on which Almere sits  the Southern Flevoland Polder ,94f0a838-741b-4d5c-85f8-54ea0399f359,MSMARCO
which county is Plainfield Illinois in,Will County,5f564a10-da92-4baa-a34f-96b5ebf12361,MSMARCO
where is Cleveland in Mississippi,Cleveland is a city in Bolivar County  Mississippi  United States ,870c6390-9cdf-4504-ab5b-366dc015fca6,MSMARCO
where is Chilbolton,In Hampshire  UK ,ca5dac7f-4205-4ca2-9cae-0aadebc70380,MSMARCO
where is Greece located,At the southeast end of Europe and it is the southernmost country of the Balkan Peninsula ,6b43f3d1-b585-47c2-ac35-cab3a905df23,MSMARCO
where is Woodinville,It is a city in King County  Washington  United States ,6a880228-326a-4cd9-9222-05a66ac2cd71,MSMARCO
where is naples Florida,In the Southwest corner of Florida s Gulf Coast ,eee1c278-6d9f-4716-972e-5a00886adfcf,MSMARCO
where does sarah Palin live,Wasilla  Alaska ,baaed572-fc30-40ea-9777-32ec9bc6badc,MSMARCO
where would you find Moors,The Iberian Peninsula  Sicily and Malta ,dafbb888-87dd-48d9-a91a-30560714faa9,MSMARCO
where is Nipomo California,In San Luis Obispo County  California  United States ,58044ab9-aacd-4849-b82e-6fd4dfd2b2c6,MSMARCO
where is Walworth Wisconsin,In Elkhorn ,321a65d1-30c4-4c29-996e-4e281aafc876,MSMARCO
where is Clermont landing,At the corner of US 27   Steve s Rd   Clermont ,21353774-1328-4ec9-801d-0115c8bd86f2,MSMARCO
where is Kerio Crater located,It is located in the Grímsnes area in south Iceland ,d434877c-7182-4500-9519-13d3bcac2167,MSMARCO
where is corrington Tennessee,In Knox County  United States  about 15 miles northeast of Knoxville ,1b56e02b-f185-47f0-b29e-f706da2ff74f,MSMARCO
where is New Haven Michigan,In northeastern Macomb County in southern Lenox Township  approximately three miles from the St  Clair County line ,da5f4b8a-e61b-471d-991a-4b606b73ab7c,MSMARCO
where is Santa Rosa Beach Florida located,In Walton County  Florida  United States ,8012309a-2144-4500-b23c-7d42ca80440f,MSMARCO
where is Fulton County Georgia,It is located in the Georgia Piedmont near the foothills of the Blue Ridge Mountains ,3b4b2a13-c7e2-4658-8d47-fb75baba6604,MSMARCO
where is Romsey,In Hampshire County  South East  England  United Kingdom ,f0116392-a6a9-4491-8e34-62ce2cc6defa,MSMARCO
where is clinton New Jersey,No Answer Present ,66107559-3a76-4ba8-9af6-244e0d563756,MSMARCO
where is Seattle,Seattle is the northernmost major city on the mainland of the United States ,5bb86735-7e74-4934-a9d1-3231eb0b4d94,MSMARCO
where was Andersonville,It is located just off Georgia Highway 49 between Americus and Oglethorpe and is some 21 miles northeast of Plains ,dfe352ee-f5f9-4019-9327-09f300fd76e6,MSMARCO
where is Birkenfeld Oregon,No Answer Present ,de303704-e3c6-41d9-8f38-0f8764df1163,MSMARCO
where is Placida Florida,Charlotte  United States,d9dd87bf-0947-47cc-a519-59f21d2cf689,MSMARCO
where was jarred Willits born,No Answer Present ,6430375f-69f7-4599-b2dc-b5b70641233f,MSMARCO
where is columbus Georgia,In the U S  state of Georgia and the county seat of Muscogee County ,726f1a60-2cab-4845-9e63-8967db11e64b,MSMARCO
which region of Italy is Monza in,Lombardy region,9b9d2b10-3b9d-439a-a62e-3ff2ad3f6be9,MSMARCO
where is n willow ave in Tampa Florida,No Answer Present ,0d30cc09-cbca-4169-bac1-1e9dcbed153b,MSMARCO
where to go fishing in Kathu,No Answer Present ,4e86b7f6-af63-4523-ad4f-5d4a3a28f3ca,MSMARCO
what is The Beach called in Batangas,No Answer Present ,87a523bf-d63f-4cbb-a347-0e4fc6fcd26c,MSMARCO
where is Portbury,No Answer Present ,977937be-1417-489f-84c0-1978c1979ac2,MSMARCO
where is Shibuya Train station,Shibuya  Tokyo  Japan ,a6282989-29d8-46b3-96f6-de068039f5a9,MSMARCO
where is Phuket Thailand located,Phuket thailand located in Andaman Sea ,9fb97f1a-41cc-4757-8408-e5904a025f9f,MSMARCO
what town is Towson University in,Baltimore County,c0eb6253-41dd-4695-b57a-3d09cccfcdb1,MSMARCO
where does kate Silverton live,No Answer Present ,c3b3f01d-f4d7-4f41-b7f3-8985b484e5d6,MSMARCO
where is Lonsdale Knoxville Tennessee,It is a neighborhood in Knoxville  Tennessee  United States  located northwest of the city s downtown area ,100ed40e-7968-4f56-a482-431b89619d5e,MSMARCO
where is Chilton Christian Academy Jemison Alabama,Chilton Christian Academy is located at 23240 Us Highway 31  Jemison  AL ,9671acfe-a8e7-4f94-8469-0bf695ce822b,MSMARCO
what is the county between clinton and Farmer City,No Answer Present ,b58a2c06-8b86-45c6-be2d-16c3cf830fbf,MSMARCO
where is Tulare County,In California  United States ,c6da2b0c-fe7a-40f7-93ad-ce39213b0933,MSMARCO
what county is Beasley Texas in,Beasley is in Fort Bend County  Texas ,90a9e97a-e87c-4657-a3d9-521a1ae4439c,MSMARCO
where was amerigo Vespucci from,Amerigo Vespucci was from Florence  Italy ,b6387200-59ea-4d48-86c6-7da21ebda89e,MSMARCO
where is Jersey Village,In west central Harris County  Texas  United States ,184046c7-d4eb-44d0-9744-4188c04059c8,MSMARCO
what state in Mexico is Puerto Vallarta,In Mexico  Jalisco state is Puerto Vallarta ,eac81091-a5e6-492a-965b-770f62835a8a,MSMARCO
what is the airport in Nerja,Malaga Airport,b3d5b1fd-218d-436e-a530-2aae016891f2,MSMARCO
what neighborhood is ppg arena in Pittsburgh,No Answer Present ,016d42f2-03d8-44ec-b559-91cf497800bb,MSMARCO
where is Bourne Massachusetts,In Bourne  Massachusetts ,64cb3ae3-bda2-423d-880a-9ab8511a69d0,MSMARCO
where is San Ignacio,In Mulegé Municipality of northern Baja California Sur state in Mexico ,f42d539b-c3c8-4f23-9deb-7a7dca293304,MSMARCO
where is the evap Canister located,No Answer Present ,d8c630a0-ef99-4109-b514-4ee70884065d,MSMARCO
where is Bulverde Texas,Comal County  Texas  United States,2569d541-5890-4794-9c81-1a87108c00d3,MSMARCO
what sea grows on Docks,No Answer Present ,f00f79f8-6bd3-473d-b552-2e9c6cfdca06,MSMARCO
where is south wing of Beaumont Hospital located,At 5450 Fort St  Trenton  Michigan ,87ceb4c4-2ed3-4bc4-8f9d-81506f878914,MSMARCO
where is Boca Chica Beach,No Answer Present ,b2781a3b-1f45-40f1-a47c-304bd5132f95,MSMARCO
where is Southport in England,Metropolitan Borough of Sefton  Merseyside,f3ac9e03-f877-4e8e-8a0f-9a7b3171ee63,MSMARCO
what North Carolina county is Louisburg located in,Louisburg is in Franklin County  North Carolina ,f1c8e579-b035-4e45-8f9d-194aa80e9fff,MSMARCO
what parish is Port Sulphur Louisiana,Plaquemines Parish,f29237b2-f351-4dce-8afc-260f9a7b3881,MSMARCO
where is Kaieteur Falls located,Potaro River in the Kaieteur National Park  in Essequibo  Guyana  in Amazon Forest ,f6d415aa-bea2-4245-9615-57c5013c8c8d,MSMARCO
where is Pittsburgh,Located in the south eastern part of Pennsylvania and north east part of the United States ,3ca08066-f31e-49cf-be95-35d9e76afa8b,MSMARCO
where is Science Hill Kentucky,Science Hill is a home rule class city in Pulaski County  Kentucky  in the United States ,1fb6dfe2-9850-44a4-b033-9eff1d059d02,MSMARCO
what state is Jiutepec Mexico in,Morelos,ff13a777-f11d-462a-9b00-612ca85f8f87,MSMARCO
where is Basalt Colorado,Basalt is a Statutory Town in Eagle and Pitkin counties in the U S  state of Colorado ,dec3533f-c9f5-46af-b809-ceb6b11b336b,MSMARCO
where is Duck Lake,Duck Lake is a small shallow lake located in the town of Conquest  Cayuga County ,62266ddf-63f5-48d8-a077-f3da27d7f6b9,MSMARCO
where is Parker Heights Dallas Texas,No Answer Present ,a3c20595-1af7-42cb-851e-f6a8be347b2f,MSMARCO
where is Lanikai Beach located in Honolulu,In Kailua ,1620add5-c6d0-48db-953d-e1edbd63c8f9,MSMARCO
where is Colfax at,Whitman County,be291478-7f8a-466a-9ebf-ba6538e78fa6,MSMARCO
where is Obion Kentucky,Obion is a town in Obion County  Tennessee  Kentucky ,e5c1c510-53ec-429d-9faf-5e2d386a0446,MSMARCO
where is Potholes Reservoir,Potholes Reservoir located in Central Washington about 16 miles SW of Moses Lake  I 90 Exit 179 ,9fe8f3e4-550c-4b2f-9488-43ac69604f1f,MSMARCO
where is Yachats Covered Bridge on North Fork,Oregon 97498 south Lincoln County ,3cfa0acc-e50e-4a65-ba5a-e48bc2499f10,MSMARCO
where is the house Falling Water located,Located on PA Route 381 between the villages of Mill Run and Ohiopyle ,439c7c7e-8ef9-4420-9e74-6836564fa500,MSMARCO
what country Usses 0019,Australia,950f4597-01b2-4f4a-8c86-511af773cf94,MSMARCO
where is St  Greenview Illinois,In Chicago  IL ,42d7100c-f408-4a08-b12d-ca06b801877b,MSMARCO
where is palmer Texas,In northeastern Ellis County ,b8d95356-cd39-4c40-bd40-1666e5f8a86f,MSMARCO
what is the largest populated state in the United States,No Answer Present ,f225deba-4b9c-4c94-8c26-52ffa82e49ff,MSMARCO
what  s the weather in Fort Walton Beach Florida,No Answer Present ,beb480d3-7a51-45ff-81fc-8c018e66a46b,MSMARCO
where is Port Saint Joe Florida,Port Saint Joe is located in Gulf County  Florida ,4bae0828-2592-4343-96dc-c5502a535463,MSMARCO
where is the distance between Ramelle France and Cherbourg France,No Answer Present ,183856d4-6f8c-451c-9c13-089c3b9547fa,MSMARCO
where is the Missouri River located,United States,59ace32c-c04b-4289-b31c-8ed67ac4fd0e,MSMARCO
what planting zone is watson Lousiana,No Answer Present ,9d19eac8-1efc-46ea-b466-eadd539996b2,MSMARCO
what county is Montana pleasant Texas in,Titus County,35996aa5-39da-46b7-88f6-6f1923bd2dc6,MSMARCO
where is fort Dearborn in Chicago,At the juncture between Lake Michigan and the Chicago River ,3efb2448-e752-4091-bc7c-794f60c41e47,MSMARCO
what ocean borders Nassau Bahamas,A group of about 700 atolls and cays in the western Atlantic Ocean ,370a58b7-61f1-47c2-81b5-5d3f6c4fe5a8,MSMARCO
where is San Francisco California,The cultural  commercial  and financial center of Northern California United Nations,81842b31-10e6-492c-901f-49ba14ecf0cd,MSMARCO
where is Australia derby held,At Randwick Racecourse,5c7a7136-9990-4b70-80c9-f57fdcde9b33,MSMARCO
where is Santa Carla California,Santa Carla is in Silicon Valley ,6b650db2-1fa9-4f02-9e9c-8f708cbc673e,MSMARCO
where is Mugnano Italy,Mugnano di Napoli is a comune  municipality  in the Metropolitan City of Naples in the Italian region Campania  located about 10 km northwest of Naples ,6c051e06-6c47-4e8a-8f96-b30e9688ec8b,MSMARCO
where are the darkest skies in nevada,Las Vegas and Reno  Tonopah  Nevada ,68d13a5c-e8dc-4f3a-afd1-f6767ccab7c9,MSMARCO
where is Blue Waters beach in Hawaii,No Answer Present ,27a40915-7bf5-4b29-82f8-58b839ddc1df,MSMARCO
which continent is Ecuador in,South America,a4590b10-086a-4e77-b7f7-f06686f99379,MSMARCO
where is Playa,Found in interior desert basins and adjacent to coasts within arid and semiarid regions ,a7f9962f-008b-4ba8-b18d-827f99c1206b,MSMARCO
where is Oslo in Norway,No Answer Present ,4e6dbbb0-60e9-4fa3-8821-a730c728ef87,MSMARCO
where is Toad Suck Arkansas,No Answer Present ,0fa15111-1536-42b8-9621-167bd5320fa9,MSMARCO
where is Round Lake Beach,In Lake County  Illinois  United States ,43b44e99-d0df-4c2d-ae39-57c03c99a9b5,MSMARCO
where is San Bernardino,In San Bernardino County  California  United States ,a97cbd22-b475-4428-b27c-859f706265d8,MSMARCO
where is Portales nevada,No Answer Present ,292b0677-aecf-4ac3-a279-fa40f18ddcd3,MSMARCO
where is Uptown Chicago,No Answer Present ,6ab194c8-c829-450e-a67f-e97c513b5cd3,MSMARCO
where is Brookfield Missouri,Brookfield is located in Linn County Missouri ,1df2179b-8874-402d-9917-13acf0930768,MSMARCO
where is Montvale New Jersey,In Bergen County  New Jersey  United States ,5fa5e62f-104b-4473-998d-2ebfef644c9d,MSMARCO
where is Bettles Alaska,In Yukon Koyukuk Census Area  United States ,7b9f3df3-ffad-4284-b431-4a6f1a543e31,MSMARCO
where is the will call window at Yankee Stadium,Located on the first base side of the Stadium  adjacent to Gate 4 and across from Parking Lot 8 ,fe232122-71fb-4500-bd29-ed45f3e2ce39,MSMARCO
where is the consulate for Columbia in California,No Answer Present ,d772ca31-85cc-4ad3-9912-558021406f5b,MSMARCO
where is Lady Bird Lake,On the Colorado River in Downtown Austin  Texas  in the United States ,acd2ec1b-020c-4a7b-b3b4-c8594f7eb0de,MSMARCO
where did Magellan  s ship put in on Guam,No Answer Present ,bf4e96eb-814b-4d78-ac1a-ebc33343fcb8,MSMARCO
where is Grapevine Texas,In Tarrant County north of Dallas ,bd63b6e6-777c-4583-9f22-f4838d680e68,MSMARCO
where is the stage door at The Savoy theatre London,No Answer Present ,9775a3f3-42bb-4fad-b570-7e04ee554bdf,MSMARCO
what state is Berkshire Hathaway incorporated in,No Answer Present ,96ee464e-d385-45d3-a2a2-d03b8e02eea0,MSMARCO
where is Placerville California,In El Dorado County  California,850d8325-64b3-44c7-9ab8-c6b88db204e6,MSMARCO
what region is Galway in,Ireland,90ce24f9-f16f-47f7-abd5-1ee41d7229f0,MSMARCO
where is hamburg Penn,Northern Berks County at 40 33 0 N 75 59 0 W     40 55000 N 75 98333 W    40 55000   75 98333  40 556271   75 982667   on the east bank of the Schuylkill River ,6db4e2b0-9862-4561-bec9-ddc9c70b58a3,MSMARCO
where is Fishkill New York,In the southwest part of Dutchess County ,76c0bfb9-b914-4d4e-aeee-2805c5461caa,MSMARCO
where is the indigo Quarry in Slime Rancher,No Answer Present ,5acca48f-57f8-43de-8d0e-5e80a697f5f0,MSMARCO
what is tallest bridge in Texas,Rainbow Bridge,56f5792c-39d1-4012-aeba-d277a8429fb0,MSMARCO
which county is Bakersfield in,Kern County,0d9cfb7d-da2d-4d2c-a22f-3d8d2f76bf5e,MSMARCO
what state is Bwi in,Maryland,fbd88293-b4ad-4fbc-beb2-115927bc0745,MSMARCO
where is Odessa Minnesota,Odessa is a city in Big Stone County  Minnesota  United States ,9957b2f9-4f5c-427e-9ee3-9d2ea345b3dd,MSMARCO
where is mosquitia Honduras,It is in easternmost part of Honduras along the Mosquito Coast  which extends into northeastern Nicaragua ,5b58667a-53de-494a-9788-cd109fd714b5,MSMARCO
what zone is Denver Colorado,Calgary  Chihuahua  Edmonton  El Paso  Albuquerque  Aurora  Mazatlan  Salt Lake City  Boise  Billings ,c9c33538-24e5-49bf-bb38-2ca688c29cbd,MSMARCO
which county is Rexburg Idaho located,Madison County,c5234cf7-8c07-44bd-bb4c-31ce63f22d9c,MSMARCO
what is the closest airport to Kilgore Texas,East Texas Regional Airport  GGG  ,6295c1aa-0bc6-4644-b9dd-686454b0b7a5,MSMARCO
where to catch Croaker on Eastern Shore,No Answer Present ,f3c64b5e-2f26-435b-8ab6-c55db16c8f27,MSMARCO
which rebellious region of russia can be found in the Caucasus Mountains,No Answer Present ,3182738d-00ff-43ea-98b1-b54e20a36f31,MSMARCO
what state is Cumming,Georgia,08ead5fe-a6b8-4ed0-95ac-97e936327bcc,MSMARCO
where is Zakynthos,It is located in the south of the Ionian Sea ,d0198b6f-54ea-46d1-97f3-6140f435e586,MSMARCO
where is Stewart Airport in New York,Stewart airport in Hudson Valley of New York State ,2eef1d30-c771-4a65-8876-d33d0fdd5342,MSMARCO
where are the best place to Retire early,Cities in the South and Midwest dominated the list of best places to retire early ,3dd74c79-e143-4ff3-b62f-3c2a05e2ed23,MSMARCO
where is Binghamton New York,Broome County,4be738ab-7604-449d-9c37-09e7258a102d,MSMARCO
where is San Juan County New Mexico,San Juan County is located in the northwest corner of New Mexico  bordering Arizona  Colorado  and Utah ,fe971f2b-c045-4eb2-9eee-a75ba5040c89,MSMARCO
where is the renfe Sants located,No Answer Present ,1a852478-4628-4058-a467-f28c26e7d254,MSMARCO
where is Indianola Indiana,Sunflower County,d327d3dc-cb6b-4538-a0d2-a914c2b63bf6,MSMARCO
what is the county for Columbia Tennessee,No Answer Present ,a4aac497-ac7a-48a9-a399-d60142c41ba0,MSMARCO
where is Grand Junction North Carolina,No Answer Present ,31782fc4-c02d-4752-b17b-aab7a733f8e5,MSMARCO
where is Newbern Tennessee,In Dyer County  Tennessee ,d6724435-6ec0-417a-8640-1c4d66a3d819,MSMARCO
where is the Jacksonville Zoo,It is located in Zip Code 27205  NC ,0f5d9a58-d772-42ea-a6e4-5f49dc300640,MSMARCO
where is Boyes Montana,In southwestern Carter County  Montana  United States ,5dc5b3c9-0c6c-43a4-af8b-94c983e0ab14,MSMARCO
where to have a nerf war party in Long Island,No Answer Present ,6fa57b90-2a29-4779-a3be-0d6698735c86,MSMARCO
what state is Massachusetts,Massachusetts,548d2e2c-6a16-4c9f-a275-97897d945071,MSMARCO
where is botox for hyperhidrosis injected Intra,No Answer Present ,167c759f-ced8-4021-b0da-dcf1dc5686a4,MSMARCO
which is the shortest hike in Cinque Terre,No Answer Present ,8ece18f8-8825-4ce6-b7a6-41c6a8c53ea2,MSMARCO
what state is Seattle Washington 98102 in,No Answer Present ,9e73d642-1148-42ba-a339-098de4acec78,MSMARCO
where is Florence Colorado,In Fremont County  Colorado  United States ,4fc30fd1-30e6-4269-99c9-be2569db5031,MSMARCO
where is pullman Washington located,It is located in Whitman County in the southeastern part of the state of Washington ,820a3344-a87e-4276-a961-fb257375dfba,MSMARCO
where is john Raum,No Answer Present ,fa355606-bba5-43fa-8652-a0bf489f2dd6,MSMARCO
where is Cedar Springs Michigan,Cedar Springs is a city in Kent County in the state of Michigan ,0b770580-d972-43af-8b89-646d62af472f,MSMARCO
where abouts is Weybridge London,No Answer Present ,25d44a80-44e1-46b2-8a73-db26447036a1,MSMARCO
where is Oslo,Norway,7f5ef4f9-34fa-4970-b8ca-47e066629d6a,MSMARCO
where does Buffalo Creek start in West Virginia,No Answer Present ,8d6d4ac7-f863-45d4-9490-1e7556291e33,MSMARCO
what ocean is Porto Cesareo in Italy,No Answer Present ,7d626896-121a-415d-8b5d-8270176fa39a,MSMARCO
where is airport str Delaware,Stuttgart Airport is the international airport of Stuttgart  the capital of the German state Baden Württemberg ,79b80115-4be1-46e8-82c2-7573e050004a,MSMARCO
what Military Base is in Panama,No Answer Present ,36842619-a479-46ca-a61d-ec5cbb054d43,MSMARCO
where are the Rocky Mountains,The Rocky Mountains are a major mountain range in western North America  The Rocky Mountains stretch more than 3 000 miles from the northernmost part of British Columbia  in western Canada  to New Mexico  in the Southwestern United States ,15bd60ce-10ca-41c1-8466-090a99384d3d,MSMARCO
what parish is Mooringsport Louisiana in,Caddo,9506ff87-d492-43da-94a0-a6b507fa33dc,MSMARCO
where is Heartwood found Eso,No Answer Present ,0d9dd162-1521-4d11-94cc-0246f6e6e6b2,MSMARCO
where is Woodbridge Crossing,It is located on the East West Connector and Cooper Lake Road in Smyrna ,63514299-55e9-43d3-9ddc-ffebb70d100e,MSMARCO
where is Horta,It is located in the state or region of Azores  Portugal  Europe ,b1450d74-bc23-4e6b-b1bc-d9e42c3e633e,MSMARCO
where is Kotzebue Alaska,A city in Northwest Arctic Borough in the U S  state of Alaska ,f2fe2e5b-e43e-463a-a409-5dab97c7fa55,MSMARCO
where is Pawhuska Oklahoma located,Osage County ,3fa64bcb-16da-4d20-9838-03edc0fec72d,MSMARCO
which island of New Zealand is auckland Sky Tower in,No Answer Present ,1ac796f9-96bb-41b8-9d06-2828f7b4cfff,MSMARCO
where is Gopher Island,No Answer Present ,88ea52f9-c7d2-4c17-999e-36f47a548d7b,MSMARCO
where us Millbrae in California,In San Mateo County  California  United States ,a7fa9769-90aa-4f28-9e16-e1a6016f4546,MSMARCO
where is Mount Vaca,No Answer Present ,edf218ba-15b6-4066-9b13-e8ed061103df,MSMARCO
where is Waucoma Iowa,In Fayette County  Iowa  United States ,dcea2384-9fcd-4f1a-8983-cb41c6fdcc27,MSMARCO
where was the barn scene from El Cid filmed,No Answer Present ,11d8ca0e-662e-40dc-b81a-3cd18c075188,MSMARCO
where is gate one for Redstone Arsenal,It is located off of South Memorial Parkway at Martin Road ,cece6ffe-6765-441b-a46f-ae86f185cf4e,MSMARCO
where is Live Oak Florida,Live Oak is a city in Suwannee County  Florida ,93582616-c400-429c-8ca4-c2327b877ea8,MSMARCO
where is Jacksonville California,At the foot of the grade  between the mountain and the main Tuolumne River  on the far side of Woods Creek ,0acd41b2-4219-4fa8-9c81-f366c04815f5,MSMARCO
where is Seven Lakes North Carolina,Seven Lakes is in Moore County  North Carolina ,c1caf3f1-2c8e-4c09-bc09-8aff1fcf88a1,MSMARCO
what county is atkinson New Hampshire in,Rockingham,5b84e147-d059-4769-ad2a-6d3a9e2abd71,MSMARCO
where is Gooseberry Falls Minnesota,It is a state park of Minnesota  USA  on the North Shore of Lake Superior ,8f555b6e-f88f-45fb-99c8-aac6a5fbd1ae,MSMARCO
where is the faze house in Louisiana,No Answer Present ,bd8c88c8-6c4c-4292-9ced-85dd097719ba,MSMARCO
where is herons ridge Elizabeth City North Carolina,Located near the United States Coast Guard Base in Elizabeth City  Elizabeth City State University ,74ecc3ae-6988-4c4d-8185-1e08686d25f1,MSMARCO
where is Trinafour,In Perth and Kinross  Scotland,2ac32061-8511-4e12-b459-08249f83ec23,MSMARCO
where is Warroad,In Roseau County  Minnesota  United States ,1c190ff4-1f51-42d5-8e62-837df95bbcef,MSMARCO
where is Valley Village California,Valley Village is a neighborhood in the city of Los Angeles  located within the San Fernando Valley ,f9079df8-6b55-41ec-bc61-2bc8529bcba9,MSMARCO
where is Hernan Cortes from,Hernan cortes is from Spain ,aac6292d-7707-4d88-a654-3387572610dc,MSMARCO
where is Laton California,Fresno County  California  United States,b6984242-e9fb-4126-ac93-65328a2a28a7,MSMARCO
where is Piedmont Oklahoma,It is a city primarily in Canadian County  Oklahoma ,3e388327-04a8-49bb-91b8-7adf0e66c17e,MSMARCO
which airport comes into Treasure Island Florida,St Petersburg Clearwater International Airport  PIE ,0001b208-1ba6-45d1-b257-0728e9fe7b6c,MSMARCO
where is east St  Louis located,MO,43b65057-db34-41b9-aef3-b5b8d44afe82,MSMARCO
where did Rube Goldberg live,No Answer Present ,fa277bff-000b-4ce6-8764-534d3456a97e,MSMARCO
where is Rockledge,In Montgomery County Pennsylvania United States ,40cc696d-93eb-4f47-a16c-bc5313876268,MSMARCO
where is michael Weiss from,Washington  DC ,0918fe8c-01d8-4087-bc66-313e22465840,MSMARCO
where is Caswell County North Carolina,Located in the Piedmont region of North Carolina next to the Virginia border  began as the northern region of Orange County ,c4329327-2ea9-43f4-8540-00f03eb76dcc,MSMARCO
where is sao Jorge,It located 11 nautical miles north of Pico Island and about 14 nautical miles from the island of Faial ,c759c0d3-2afb-4ef6-b64c-5f6eba769f7d,MSMARCO
where is Treasure Island Florida,It is located on Florida s beautiful Gulf Coast ,ce725848-4d86-4adf-ad89-8e855ab297fd,MSMARCO
which is county is Edwards afb California,Edwards is in Kern County  California ,e83c2ea8-fa08-453e-8b65-3929b06a6bf5,MSMARCO
where is Dubrovnik,Dubrovnik is a city in Croatia on the Dalmatian coast ,6413a1d9-c5b6-4fc3-b1ae-d605e6213259,MSMARCO
where is Albany Washington,No Answer Present ,9638beeb-5d62-4f2e-bed2-e9e4882f7d4b,MSMARCO
where is Santa Maria,No Answer Present ,ef094a7a-be8f-414b-956d-cba452fdfa2f,MSMARCO
where is Lincoln tech located in Indiana,7225 Winton Drive  Building 128 in Indianapolis  Indiana ,947fc7ab-2a61-4c1b-b371-68e915b98bd4,MSMARCO
where is Lucedale Mississippi,A  city in George County  Mississippi  It is part of the Pascagoula  Mississippi Metropolitan Statistical Area ,c0db13ac-7f4d-48cc-8aa3-e4cbfa667b76,MSMARCO
where is Tybee Island,It located on Strand Avenue overlooking the Atlantic Ocean ,6d9b7c33-1cc5-4b58-a0b0-91b4df9cac8d,MSMARCO
what township is Longview Illinois in,In Champaign County ,fb0fcd01-677e-4ee8-9ef8-4b0d5e83cb55,MSMARCO
where is bldg 85 at American Lake California,No Answer Present ,0931132c-602c-45cb-a87d-8f8b39ad88a3,MSMARCO
where is Great Exuma,In Bahamas ,3febec0f-0d5e-4f7b-ad2a-6870b1ede6be,MSMARCO
what county is Holladay Utah in,Holladay  Utah is in located in Salt Lake County ,5bd4805b-d980-49a0-a225-8ae2c05a1706,MSMARCO
what is state abbreviation Wisconsin,Wisconsin,1a79f501-bd83-43c2-bb52-4ad1dbd7a828,MSMARCO
what state is the approximate size of north Korea,Mississippi,ccd46c27-5d99-4f34-bd55-05dc2e34082c,MSMARCO
where is Hutchins Texas,On the Southern Pacific Central Railroad in southern Dallas County ,79c3867c-353c-4e34-a904-be0e0d2c8685,MSMARCO
where is Loganville Wisconsin,In Sauk County  Wisconsin  United States,8922ccc5-96da-4064-81b2-98d93adcb2d4,MSMARCO
what part of Buford Georgia is in Hall County,Georgia,7e61aef0-f45d-46dd-a81d-4409f1c41fec,MSMARCO
where is st joe Arkansas,Searcy County  Arkansas  United States ,d0985486-5032-4850-a636-c92f2c9e59d6,MSMARCO
where would Bora Bora be located,4200 km south of Hawaii and 270 km northwest of Tahiti ,fd068251-e266-4fad-b3db-871a8e084226,MSMARCO
where is uc Santa Barbara located,Santa Barbara is located 90 miles north of Los Angeles  CA,984fbf0b-ffc5-4f37-a8d0-4f2e7f6dc5c3,MSMARCO
what land did Babylon,The land lies between the tigris and the euphrates rivers ,7fc6a9c0-da9c-40ee-b327-98af0b52a278,MSMARCO
where is the fire in Temecula,In a Temecula home ,45379d75-c64a-4ae1-87c8-110894dc6953,MSMARCO
where is Missouri City Texas,In the U S  state of Texas ,8890bd02-8b5b-4cc7-a3d1-32c0bdbea9bb,MSMARCO
where is Kroll headquartered,New York City,949a654a-16e6-419f-b08d-d8b3406d26ce,MSMARCO
